OBJECTID,DEPARTAMEN,PROVINCIA,DISTRITO,CAPITAL,POBTOTAL,PPOBTOTAL,POBRURAL,PPOBRURAL,POBURBANA,PPOBURBAN,VIV_TOT,PVIVTOT,VIVRURAL,PVIVRUR,VIVURBANA,PVIVURBAN,INDIRURAL,PINDIRUR,AFRORURAL,PAFRORUR,INDIURBAN,PINDIURB,AFROURBAN,PAFROURB,PORURCNBI,PPORUCNBI,VIRURCNBI,PVIRUCNBI,HORURCNBI,PHORUCNBI,MURURCNBI,PMURUCNBI,INDRUCNBI,AFRRUCNBI,RESRUCNBI,PRUPRUNBI,TOTINDIGE,PPOBINDI,PINDRUNBI,TOTAFRO,PPOBAFRO,PAFRRUNBI,GID_3
622,PIURA,SECHURA,CRISTO NOS VALGA,SAN CRISTO,4300,0.01,1635,38.02,2665,61.98,1313,0.01,501,38.16,812,61.84,22,1.35,55,3.36,12,0.45,89,0.01,1127,68.93,277,55.29,543,0.03,584,0.03,7,16,682,68.93,34,0.79,31.82,144,3.35,29.09,PER.21.6.3_1
623,PIURA,SECHURA,RINCONADA LLICUAR,DOS PUEBLOS,3004,0.01,5,0.17,2999,99.83,1086,0.01,19,1.75,1067,98.25,0,0,0,0,29,0.97,79,0.01,5,100,4,21.05,5,0,0,0,0,0,5,100,29,0.97,0,79,2.63,0,PER.21.6.4_1
624,PIURA,HUANCABAMBA,HUARMACA,HUARMACA,35548,0.12,32071,90.22,3477,9.78,10904,0.11,9689,88.86,1215,11.14,65,0.2,2038,6.35,36,1.04,55,0.01,20597,64.22,4565,47.12,10360,0.56,10237,0.57,31,1256,12283,64.22,101,0.28,47.69,2093,5.89,61.63,PER.21.2.4_1
625,PIURA,SECHURA,BERNAL,BERNAL,6855,0.02,427,6.23,6428,93.77,2613,0.03,174,6.66,2439,93.34,30,7.03,16,3.75,78,1.21,224,0.03,250,58.55,71,40.8,133,0.01,117,0.01,16,9,138,58.55,108,1.58,53.33,240,3.5,56.25,PER.21.6.2_1
626,PIURA,SECHURA,BELLAVISTA DE LA UNION,BELLAVISTA,4798,0.02,169,3.52,4629,96.48,1557,0.02,78,5.01,1479,94.99,4,2.37,0,0,30,0.65,95,0.01,52,30.77,15,19.23,27,0,25,0,0,0,33,30.77,34,0.71,0,95,1.98,0,PER.21.6.1_1
627,PIURA,PIURA,EL TALLAN,SINCHAO,5387,0.02,298,5.53,5089,94.47,1653,0.02,100,6.05,1553,93.95,19,6.38,8,2.68,12,0.24,150,0.02,272,91.28,76,76,140,0.01,132,0.01,19,8,153,91.28,31,0.58,100,158,2.93,100,PER.21.5.4_1
628,PIURA,SECHURA,VICE,VICE,15630,0.05,385,2.46,15245,97.54,4299,0.04,105,2.44,4194,97.56,0,0,0,0,141,0.92,544,0.08,240,62.34,46,43.81,117,0.01,123,0.01,0,0,164,62.34,141,0.9,0,544,3.48,0,PER.21.6.6_1
629,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,SAN MIGUEL DE EL FAIQUE,8678,0.03,6398,73.73,2280,26.27,3098,0.03,2284,73.72,814,26.28,9,0.14,312,4.88,38,1.67,142,0.02,4165,65.1,951,41.64,2028,0.11,2137,0.12,5,172,2564,65.1,47,0.54,55.56,454,5.23,55.13,PER.21.2.6_1
630,PIURA,PIURA,CURA MORI,CUCUNGARA,18671,0.06,793,4.25,17878,95.75,7868,0.08,317,4.03,7551,95.97,1,0.13,72,9.08,208,1.16,910,0.13,526,66.33,130,41.01,268,0.01,258,0.01,0,60,296,66.33,209,1.12,0,982,5.26,83.33,PER.21.5.3_1
631,PIURA,HUANCABAMBA,SONDORILLO,SONDORILLO,10162,0.03,10162,100,0,0,3463,0.03,3463,100,0,0,1095,10.78,341,3.36,0,0,0,0,7532,74.12,1923,55.53,3578,0.2,3954,0.22,833,254,3947,74.12,1095,10.78,76.07,341,3.36,74.49,PER.21.2.8_1
632,PIURA,MORROPON,SALITRAL,SALITRAL,8527,0.03,2372,27.82,6155,72.18,3481,0.03,926,26.6,2555,73.4,0,0,46,1.94,41,0.67,561,0.08,1259,53.08,265,28.62,634,0.03,625,0.03,0,26,806,53.08,41,0.48,0,607,7.12,56.52,PER.21.3.6_1
633,PIURA,HUANCABAMBA,SONDOR,SONDOR,7140,0.02,7140,100,0,0,2336,0.02,2336,100,0,0,439,6.15,46,0.64,0,0,0,0,4737,66.34,1082,46.32,2363,0.13,2374,0.13,342,31,2763,66.34,439,6.15,77.9,46,0.64,67.39,PER.21.2.7_1
634,PIURA,PIURA,LA UNION,LA UNION,41742,0.14,730,1.75,41012,98.25,13072,0.13,264,2.02,12808,97.98,0,0,33,4.52,379,0.92,1365,0.2,576,78.9,140,53.03,282,0.02,294,0.02,0,25,342,78.9,379,0.91,0,1398,3.35,75.76,PER.21.5.6_1
635,PIURA,PIURA,LA ARENA,LA ARENA,38734,0.13,2950,7.62,35784,92.38,11191,0.11,871,7.78,10320,92.22,0,0,54,1.83,123,0.34,1812,0.26,1884,63.86,364,41.79,965,0.05,919,0.05,0,28,1148,63.86,123,0.32,0,1866,4.82,51.85,PER.21.5.5_1
636,ANCASH,HUARAZ,TARICA,TARICA,6338,0.02,6338,100,0,0,2663,0.03,2663,100,0,0,3323,52.43,31,0.49,0,0,0,0,2614,41.24,540,20.28,1258,0.07,1356,0.08,1333,18,528,41.24,3323,52.43,40.11,31,0.49,58.06,PER.2.9.12_1
637,LAMBAYEQUE,CHICLAYO,PIMENTEL,PIMENTEL,44602,0.15,3726,8.35,40876,91.65,16246,0.16,1349,8.3,14897,91.7,25,0.67,261,7,785,1.92,2465,0.36,1928,51.74,447,33.14,979,0.05,949,0.05,8,108,1267,51.74,810,1.82,32,2726,6.11,41.38,PER.14.1.12_1
638,SAN MARTIN,BELLAVISTA,SAN PABLO,SAN PABLO,8640,0.03,2274,26.32,6366,73.68,2809,0.03,771,27.45,2038,72.55,155,6.82,210,9.23,313,4.92,383,0.06,1755,77.18,456,59.14,881,0.05,874,0.05,81,131,1024,77.18,468,5.42,52.26,593,6.86,62.38,PER.23.1.5_1
639,LORETO,UCAYALI,VARGAS GUERRA,ORELLANA,6467,0.02,1035,16,5432,84,1548,0.02,355,22.93,1193,77.07,1,0.1,0,0,30,0.55,35,0.01,911,88.02,187,52.68,474,0.03,437,0.02,1,0,532,88.02,31,0.48,100,35,0.54,0,PER.17.6.6_1
640,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,SAN CARLOS,156498,0.53,0,0,156498,100,41597,0.41,0,0,41597,100,0,0,0,0,4925,3.15,9186,1.33,0,0,0,0,0,0,0,0,0,0,0,0,4925,3.15,0,9186,5.87,0,PER.14.1.5_1
641,ANCASH,CASMA,COMANDANTE NOEL,PUERTO CASMA,2088,0.01,2088,100,0,0,1450,0.01,1450,100,0,0,136,6.51,122,5.84,0,0,0,0,850,40.71,200,13.79,440,0.02,410,0.02,52,47,487,40.71,136,6.51,38.24,122,5.84,38.52,PER.2.7.3_1
642,ANCASH,CARHUAZ,PARIAHUANCA,PARIAHUANCA,1381,0,1381,100,0,0,506,0,506,100,0,0,707,51.19,1,0.07,0,0,0,0,585,42.36,140,27.67,288,0.02,297,0.02,305,1,120,42.36,707,51.19,43.14,1,0.07,100,PER.2.5.7_1
643,ANCASH,HUARI,HUACHIS,HUACHIS,3307,0.01,3307,100,0,0,1819,0.02,1819,100,0,0,1435,43.39,1,0.03,0,0,0,0,1299,39.28,258,14.18,635,0.03,664,0.04,541,0,295,39.28,1435,43.39,37.7,1,0.03,0,PER.2.10.6_1
644,ANCASH,HUARI,RAHUAPAMPA,RAHUAPAMPA,705,0,705,100,0,0,310,0,310,100,0,0,315,44.68,3,0.43,0,0,0,0,234,33.19,39,12.58,120,0.01,114,0.01,96,1,59,33.19,315,44.68,30.48,3,0.43,33.33,PER.2.10.12_1
645,ANCASH,CARHUAZ,ANTA,ANTA,2365,0.01,2365,100,0,0,1031,0.01,1031,100,0,0,1284,54.29,4,0.17,0,0,0,0,1022,43.21,241,23.38,494,0.03,528,0.03,531,0,163,43.21,1284,54.29,41.36,4,0.17,0,PER.2.5.3_1
646,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,ACO,2350,0.01,2350,100,0,0,979,0.01,979,100,0,0,1550,65.96,1,0.04,0,0,0,0,1290,54.89,293,29.93,626,0.03,664,0.04,777,0,135,54.89,1550,65.96,50.13,1,0.04,0,PER.2.5.8_1
647,ANCASH,HUARI,MASIN,MASIN,1361,0,1361,100,0,0,920,0.01,920,100,0,0,721,52.98,4,0.29,0,0,0,0,438,32.18,95,10.33,214,0.01,224,0.01,226,0,87,32.18,721,52.98,31.35,4,0.29,0,PER.2.10.9_1
648,ANCASH,HUARI,PONTO,PONTO,2642,0.01,2642,100,0,0,1052,0.01,1052,100,0,0,1676,63.44,0,0,0,0,0,0,1102,41.71,230,21.86,541,0.03,561,0.03,682,0,66,41.71,1676,63.44,40.69,0,0,0,PER.2.10.11_1
649,HUANUCO,HUAMALIES,TANTAMAYO,TANTAMAYO,1777,0.01,1777,100,0,0,991,0.01,991,100,0,0,1143,64.32,0,0,0,0,0,0,1139,64.1,290,29.26,558,0.03,581,0.03,688,0,119,64.1,1143,64.32,60.19,0,0,0,PER.10.4.11_1
650,ANCASH,CARHUAZ,ACOPAMPA,ACOPAMPA,2472,0.01,2472,100,0,0,981,0.01,981,100,0,0,1340,54.21,8,0.32,0,0,0,0,1094,44.26,229,23.34,526,0.03,568,0.03,577,5,221,44.26,1340,54.21,43.06,8,0.32,62.5,PER.2.5.1_1
651,HUANUCO,HUAMALIES,SINGA,SINGA,3129,0.01,3129,100,0,0,1201,0.01,1201,100,0,0,1955,62.48,0,0,0,0,0,0,1123,35.89,237,19.73,565,0.03,558,0.03,662,0,71,35.89,1955,62.48,33.86,0,0,0,PER.10.4.10_1
652,ANCASH,CASMA,BUENA VISTA ALTA,BUENA VISTA ALTA,4831,0.02,2168,44.88,2663,55.12,2138,0.02,967,45.23,1171,54.77,493,22.74,61,2.81,556,20.88,76,0.01,1595,73.57,470,48.6,827,0.05,768,0.04,334,46,810,73.57,1049,21.71,67.75,137,2.84,75.41,PER.2.7.1_1
653,ANCASH,HUARI,HUACACHI,HUACACHI,1782,0.01,1782,100,0,0,726,0.01,726,100,0,0,1129,63.36,0,0,0,0,0,0,807,45.29,171,23.55,396,0.02,411,0.02,483,0,55,45.29,1129,63.36,42.78,0,0,0,PER.2.10.4_1
654,ANCASH,CARHUAZ,TINCO,TINCO,3335,0.01,3335,100,0,0,1260,0.01,1260,100,0,0,1766,52.95,53,1.59,0,0,0,0,1247,37.39,233,18.49,598,0.03,649,0.04,606,18,246,37.39,1766,52.95,34.31,53,1.59,33.96,PER.2.5.10_1
655,ANCASH,CARHUAZ,MARCARA,MARCARA,9478,0.03,5734,60.5,3744,39.5,3329,0.03,2032,61.04,1297,38.96,3189,55.62,3,0.05,1711,45.7,26,0,2505,43.69,653,32.14,1194,0.07,1311,0.07,1406,1,411,43.69,4900,51.7,44.09,29,0.31,33.33,PER.2.5.6_1
656,ANCASH,CARHUAZ,ATAQUERO,CARHUAC,1469,0,1469,100,0,0,725,0.01,725,100,0,0,1110,75.56,0,0,0,0,0,0,554,37.71,148,20.41,260,0.01,294,0.02,375,0,22,37.71,1110,75.56,33.78,0,0,0,PER.2.5.4_1
657,HUANUCO,HUACAYBAMBA,PINRA,PINRA,6389,0.02,6389,100,0,0,2025,0.02,2025,100,0,0,1057,16.54,1,0.02,0,0,0,0,2309,36.14,454,22.42,1168,0.06,1141,0.06,416,0,1333,36.14,1057,16.54,39.36,1,0.02,0,PER.10.3.4_1
658,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,HUACAYBAMBA,5868,0.02,3232,55.08,2636,44.92,2041,0.02,1281,62.76,760,37.24,1761,54.49,0,0,761,28.87,0,0,1823,56.4,370,28.88,900,0.05,923,0.05,981,0,216,56.4,2522,42.98,55.71,0,0,0,PER.10.3.3_1
659,ANCASH,HUAYLAS,SANTA CRUZ,HUARIPAMPA,4229,0.01,4229,100,0,0,1689,0.02,1689,100,0,0,1468,34.71,67,1.58,0,0,0,0,2235,52.85,520,30.79,1129,0.06,1106,0.06,666,50,872,52.85,1468,34.71,45.37,67,1.58,74.63,PER.2.12.8_1
660,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,PISCOBAMBA,3024,0.01,3024,100,0,0,1233,0.01,1233,100,0,0,2128,70.37,0,0,0,0,0,0,2796,92.46,810,65.69,1315,0.07,1481,0.08,2046,0,101,92.46,2128,70.37,96.15,0,0,0,PER.2.13.8_1
661,SAN MARTIN,HUALLAGA,SAPOSOA,SAPOSOA,13422,0.05,5154,38.4,8268,61.6,4294,0.04,1770,41.22,2524,58.78,1,0.02,139,2.7,83,1,225,0.03,3554,68.96,931,52.6,1858,0.1,1696,0.09,1,94,2263,68.96,84,0.63,100,364,2.71,67.63,PER.23.3.5_1
662,PASCO,OXAPAMPA,CHONTABAMBA,CHONTABAMBA,5334,0.02,2579,48.35,2755,51.65,1635,0.02,989,60.49,646,39.51,292,11.32,39,1.51,358,12.99,81,0.01,859,33.31,218,22.04,423,0.02,436,0.02,86,19,470,33.31,650,12.19,29.45,120,2.25,48.72,PER.20.2.1_1
663,PASCO,OXAPAMPA,OXAPAMPA,OXAPAMPA,15677,0.05,4790,30.55,10887,69.45,5225,0.05,1663,31.83,3562,68.17,581,12.13,90,1.88,1677,15.4,259,0.04,1969,41.11,477,28.68,1002,0.05,967,0.05,257,43,1101,41.11,2258,14.4,44.23,349,2.23,47.78,PER.20.2.3_1
664,PASCO,OXAPAMPA,VILLA RICA,VILLA RICA,17274,0.06,4359,25.23,12915,74.77,4951,0.05,1732,34.98,3219,65.02,1347,30.9,92,2.11,2870,22.22,229,0.03,2490,57.12,721,41.63,1340,0.07,1150,0.06,813,66,840,57.12,4217,24.41,60.36,321,1.86,71.74,PER.20.2.7_1
665,PASCO,PASCO,HUACHON,HUACHON,4333,0.01,1480,34.16,2853,65.84,2306,0.02,754,32.7,1552,67.3,257,17.36,0,0,264,9.25,0,0,922,62.3,216,28.65,465,0.03,457,0.03,145,0,467,62.3,521,12.02,56.42,0,0,0,PER.20.3.2_1
666,PASCO,PASCO,TICLACAYAN,TICLACAYAN,3261,0.01,3261,100,0,0,1671,0.02,1671,100,0,0,2186,67.03,0,0,0,0,0,0,1934,59.31,544,32.56,960,0.05,974,0.05,1337,0,98,59.31,2186,67.03,61.16,0,0,0,PER.20.3.10_1
667,HUANUCO,AMBO,COLPAS,COLPAS,1731,0.01,1731,100,0,0,983,0.01,983,100,0,0,928,53.61,0,0,0,0,0,0,1333,77.01,349,35.5,602,0.03,731,0.04,696,0,248,77.01,928,53.61,75,0,0,0,PER.10.1.3_1
668,UCAYALI,ATALAYA,RAIMONDI,ATALAYA,32430,0.11,17359,53.53,15071,46.47,10061,0.1,4743,47.14,5318,52.86,8674,49.97,120,0.69,2781,18.45,302,0.04,16311,93.96,3726,78.56,8474,0.46,7837,0.43,8064,102,1073,93.96,11455,35.32,92.97,422,1.3,85,PER.26.1.1_1
669,HUANUCO,AMBO,CAYNA,CAYNA,2502,0.01,2502,100,0,0,2093,0.02,2093,100,0,0,1711,68.39,0,0,0,0,0,0,1525,60.95,384,18.35,753,0.04,772,0.04,992,0,87,60.95,1711,68.39,57.98,0,0,0,PER.10.1.2_1
670,HUANUCO,AMBO,HUACAR,HUACAR,7449,0.03,7449,100,0,0,3587,0.04,3587,100,0,0,1353,18.16,178,2.39,0,0,0,0,3697,49.63,941,26.23,1870,0.1,1827,0.1,658,92,1983,49.63,1353,18.16,48.63,178,2.39,51.69,PER.10.1.5_1
671,HUANUCO,AMBO,CONCHAMARCA,CONCHAMARCA,4441,0.02,4441,100,0,0,2136,0.02,2136,100,0,0,378,8.51,77,1.73,0,0,0,0,2322,52.29,573,26.83,1153,0.06,1169,0.06,163,27,1486,52.29,378,8.51,43.12,77,1.73,35.06,PER.10.1.4_1
672,HUANUCO,HUANUCO,MARGOS,MARGOS,4364,0.01,4364,100,0,0,2197,0.02,2197,100,0,0,2657,60.88,0,0,0,0,0,0,2080,47.66,496,22.58,1021,0.06,1059,0.06,1254,0,216,47.66,2657,60.88,47.2,0,0,0,PER.10.5.5_1
673,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,CHAULAN,2789,0.01,2789,100,0,0,1368,0.01,1368,100,0,0,1143,40.98,0,0,0,0,0,0,2014,72.21,537,39.25,996,0.05,1018,0.06,735,0,602,72.21,1143,40.98,64.3,0,0,0,PER.10.5.8_1
674,HUANUCO,HUANUCO,PILLCO MARCA,CAYHUAYNA,43818,0.15,2747,6.27,41071,93.73,12202,0.12,1288,10.56,10914,89.44,316,11.5,66,2.4,11957,29.11,935,0.14,1593,57.99,377,29.27,797,0.04,796,0.04,166,33,930,57.99,12273,28.01,52.53,1001,2.28,50,
675,LORETO,DATEM DEL MARA?ÊON,ANDOAS,ALIANZA CRISTIANA,11714,0.04,11714,100,0,0,2556,0.03,2556,100,0,0,6307,53.84,2,0.02,0,0,0,0,9994,85.32,1863,72.89,4927,0.27,5067,0.28,5392,2,228,85.32,6307,53.84,85.49,2,0.02,100,
676,LORETO,MAYNAS,ALTO NANAY,SANTA MARIA DE NANAY,2855,0.01,2855,100,0,0,760,0.01,760,100,0,0,207,7.25,255,8.93,0,0,0,0,2516,88.13,535,70.39,1324,0.07,1192,0.07,180,215,1190,88.13,207,7.25,86.96,255,8.93,84.31,PER.17.4.1_1
677,LORETO,MAYNAS,MAZAN,MAZAN,12181,0.04,7591,62.32,4590,37.68,3515,0.03,2294,65.26,1221,34.74,339,4.47,24,0.32,63,1.37,22,0,7090,93.4,1678,73.15,3648,0.2,3442,0.19,291,24,4198,93.4,402,3.3,85.84,46,0.38,100,PER.17.4.6_1
678,LORETO,LORETO,TROMPETEROS,VILLA TROMPETEROS,8396,0.03,8396,100,0,0,1810,0.02,1810,100,0,0,2722,32.42,20,0.24,0,0,0,0,6096,72.61,1162,64.2,3034,0.17,3062,0.17,2177,12,1388,72.61,2722,32.42,79.98,20,0.24,60,PER.17.2.4_1
679,LORETO,LORETO,TIGRE,INTUTU,6448,0.02,6448,100,0,0,1715,0.02,1715,100,0,0,1055,16.36,59,0.92,0,0,0,0,4377,67.88,913,53.24,2273,0.12,2104,0.12,683,31,1830,67.88,1055,16.36,64.74,59,0.92,52.54,PER.17.2.3_1
680,LORETO,MAYNAS,NAPO,SANTA CLOTILDE,15003,0.05,11158,74.37,3845,25.63,3245,0.03,2602,80.18,643,19.82,3702,33.18,70,0.63,405,10.53,93,0.01,10262,91.97,2164,83.17,5308,0.29,4954,0.27,3458,63,2645,91.97,4107,27.37,93.41,163,1.09,90,PER.17.4.7_1
681,LORETO,PUTUMAYO,PUTUMAYO,SAN ANTONIO DEL ESTRECHO,3666,0.01,610,16.64,3056,83.36,1057,0.01,221,20.91,836,79.09,275,45.08,7,1.15,510,16.69,71,0.01,490,80.33,118,53.39,257,0.01,233,0.01,234,5,63,80.33,785,21.41,85.09,78,2.13,71.43,PER.17.4.9_1
682,LORETO,MAYNAS,TORRES CAUSANA,PANTOJA,4230,0.01,4230,100,0,0,1155,0.01,1155,100,0,0,2149,50.8,5,0.12,0,0,0,0,3766,89.03,770,66.67,1868,0.1,1898,0.11,1977,0,276,89.03,2149,50.8,92,5,0.12,0,PER.17.4.10_1
683,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,SOPLIN VARGAS,2317,0.01,2317,100,0,0,695,0.01,695,100,0,0,841,36.3,8,0.35,0,0,0,0,1949,84.12,439,63.17,1033,0.06,916,0.05,782,0,503,84.12,841,36.3,92.98,8,0.35,0,
684,AMAZONAS,CHACHAPOYAS,CHETO,CHETO,642,0,642,100,0,0,337,0,337,100,0,0,14,2.18,4,0.62,0,0,0,0,144,22.43,40,11.87,71,0,73,0,2,1,109,22.43,14,2.18,14.29,4,0.62,25,PER.1.3.4_1
685,AMAZONAS,LUYA,LUYA VIEJO,LUYA VIEJO,388,0,388,100,0,0,164,0,164,100,0,0,81,20.88,13,3.35,0,0,0,0,235,60.57,46,28.05,112,0.01,123,0.01,42,9,105,60.57,81,20.88,51.85,13,3.35,69.23,PER.1.5.10_1
686,AMAZONAS,LUYA,CONILA,COHECHAN,1840,0.01,1840,100,0,0,745,0.01,745,100,0,0,58,3.15,16,0.87,0,0,0,0,707,38.42,150,20.13,360,0.02,347,0.02,6,4,461,38.42,58,3.15,10.34,16,0.87,25,PER.1.5.4_1
687,JUNIN,SATIPO,SATIPO,SATIPO,37075,0.13,11138,30.04,25937,69.96,12615,0.12,4958,39.3,7657,60.7,4698,42.18,132,1.19,6681,25.76,357,0.05,8409,75.5,2449,49.39,4503,0.25,3906,0.22,3598,80,2310,75.5,11379,30.69,76.59,489,1.32,60.61,PER.12.7.8_1
688,HUANCAVELICA,CHURCAMPA,CHURCAMPA,CHURCAMPA,5088,0.02,1782,35.02,3306,64.98,2603,0.03,1581,60.74,1022,39.26,1113,62.46,0,0,1678,50.76,0,0,780,43.77,176,11.13,369,0.02,411,0.02,399,0,126,43.77,2791,54.85,35.85,0,0,0,PER.9.4.3_1
689,HUANCAVELICA,CHURCAMPA,LOCROJA,LOCROJA,3372,0.01,3372,100,0,0,1677,0.02,1677,100,0,0,1996,59.19,0,0,0,0,0,0,1599,47.42,339,20.21,767,0.04,832,0.05,782,0,314,47.42,1996,59.19,39.18,0,0,0,PER.9.4.6_1
690,HUANCAVELICA,CHURCAMPA,ANCO,LA ESMERALDA,5368,0.02,5368,100,0,0,2898,0.03,2898,100,0,0,3687,68.68,7,0.13,0,0,0,0,2931,54.6,657,22.67,1473,0.08,1458,0.08,1933,3,61,54.6,3687,68.68,52.43,7,0.13,42.86,PER.9.4.1_1
691,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,SAN PEDRO DE CORIS,3445,0.01,3445,100,0,0,1759,0.02,1759,100,0,0,2007,58.26,3,0.09,0,0,0,0,986,28.62,214,12.17,487,0.03,499,0.03,571,2,88,28.62,2007,58.26,28.45,3,0.09,66.67,PER.9.4.9_1
692,LIMA,HUAROCHIRI,CARAMPOMA,CARAMPOMA,331,0,331,100,0,0,373,0,373,100,0,0,131,39.58,0,0,0,0,0,0,76,22.96,26,6.97,39,0,37,0,14,0,34,22.96,131,39.58,10.69,0,0,0,PER.16.6.3_1
693,LIMA,CANTA,SANTA ROSA DE QUIVES,YANGAS,5710,0.02,1929,33.78,3781,66.22,2411,0.02,1067,44.26,1344,55.74,152,7.88,33,1.71,574,15.18,89,0.01,832,43.13,229,21.46,402,0.02,430,0.02,39,10,535,43.13,726,12.71,25.66,122,2.14,30.3,PER.16.4.7_1
694,JUNIN,CONCEPCION,COCHAS,COCHAS,1923,0.01,1923,100,0,0,849,0.01,849,100,0,0,21,1.09,0,0,0,0,0,0,1227,63.81,285,33.57,625,0.03,602,0.03,4,0,852,63.81,21,1.09,19.05,0,0,0,PER.12.3.4_1
695,JUNIN,CONCEPCION,ANDAMARCA,ANDAMARCA,3502,0.01,3502,100,0,0,1724,0.02,1724,100,0,0,1207,34.47,4,0.11,0,0,0,0,2391,68.28,653,37.88,1154,0.06,1237,0.07,688,2,937,68.28,1207,34.47,57,4,0.11,50,PER.12.3.2_1
696,JUNIN,CONCEPCION,MARISCAL CASTILLA,MUCLLO,1394,0,1394,100,0,0,507,0.01,507,100,0,0,71,5.09,0,0,0,0,0,0,866,62.12,197,38.86,456,0.02,410,0.02,55,0,571,62.12,71,5.09,77.46,0,0,0,PER.12.3.9_1
697,JUNIN,JAUJA,POMACANCHA,POMACANCHA,1427,0,1427,100,0,0,698,0.01,698,100,0,0,598,41.91,0,0,0,0,0,0,1145,80.24,336,48.14,540,0.03,605,0.03,504,0,377,80.24,598,41.91,84.28,0,0,0,PER.12.5.26_1
698,LIMA,CANTA,LACHAQUI,LACHAQUI,856,0,856,100,0,0,1124,0.01,1124,100,0,0,170,19.86,0,0,0,0,0,0,243,28.39,115,10.23,121,0.01,122,0.01,47,0,146,28.39,170,19.86,27.65,0,0,0,PER.16.4.5_1
699,JUNIN,YAULI,SANTA ROSA DE SACCO,SANTA ROSA DE SACCO,8977,0.03,21,0.23,8956,99.77,3937,0.04,20,0.51,3917,99.49,11,52.38,0,0,1485,16.58,1,0,21,100,14,70,7,0,14,0,11,0,8,100,1496,16.66,100,1,0.01,0,PER.12.9.8_1
700,LIMA,LIMA,CARABAYLLO,CARABAYLLO,333045,1.13,4305,1.29,328740,98.71,102596,1.01,3325,3.24,99271,96.76,774,17.98,93,2.16,45453,13.83,7182,1.04,2935,68.18,813,24.45,1448,0.08,1487,0.08,486,59,1602,68.18,46227,13.88,62.79,7275,2.18,63.44,PER.15.1.5_1
701,LIMA,OYON,COCHAMARCA,COCHAMARCA,1086,0,1086,100,0,0,570,0.01,570,100,0,0,558,51.38,0,0,0,0,0,0,734,67.59,202,35.44,374,0.02,360,0.02,394,0,147,67.59,558,51.38,70.61,0,0,0,PER.16.8.3_1
702,LIMA,OYON,PACHANGARA,CHURIN,2526,0.01,2526,100,0,0,1196,0.01,1196,100,0,0,560,22.17,15,0.59,0,0,0,0,801,31.71,141,11.79,405,0.02,396,0.02,184,9,355,31.71,560,22.17,32.86,15,0.59,60,PER.16.8.6_1
703,LIMA,OYON,NAVAN,NAVAN,855,0,855,100,0,0,578,0.01,578,100,0,0,226,26.43,0,0,0,0,0,0,187,21.87,45,7.79,102,0.01,85,0,28,0,94,21.87,226,26.43,12.39,0,0,0,PER.16.8.4_1
704,PASCO,PASCO,HUAYLLAY,HUAYLLAY,9577,0.03,2420,25.27,7157,74.73,2716,0.03,920,33.87,1796,66.13,377,15.58,0,0,2180,30.46,3,0,521,21.53,184,20,237,0.01,284,0.02,92,0,293,21.53,2557,26.7,24.4,3,0.03,0,PER.20.3.4_1
705,PASCO,PASCO,TINYAHUARCO,TINYAHUARCO (SMELTER),6755,0.02,74,1.1,6681,98.9,2737,0.03,48,1.75,2689,98.25,65,87.84,0,0,1570,23.5,1,0,62,83.78,29,60.42,29,0,33,0,53,0,0,83.78,1635,24.2,81.54,1,0.01,0,PER.20.3.11_1
706,UCAYALI,ATALAYA,SEPAHUA,SEPAHUA,6655,0.02,3567,53.6,3088,46.4,1776,0.02,916,51.58,860,48.42,1790,50.18,3,0.08,1196,38.73,27,0,2946,82.59,733,80.02,1523,0.08,1423,0.08,1475,0,267,82.59,2986,44.87,82.4,30,0.45,0,PER.26.1.2_1
707,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,SAN LUIS DE SHUARO,4157,0.01,4157,100,0,0,2019,0.02,2019,100,0,0,827,19.89,41,0.99,0,0,0,0,2373,57.08,702,34.77,1291,0.07,1082,0.06,432,21,1330,57.08,827,19.89,52.24,41,0.99,51.22,PER.12.1.4_1
708,MADRE DE DIOS,TAMBOPATA,LABERINTO,PUERTO ROSARIO DE LABERINTO,5335,0.02,1014,19.01,4321,80.99,2251,0.02,525,23.32,1726,76.68,304,29.98,0,0,1481,34.27,0,0,856,84.42,281,53.52,481,0.03,375,0.02,263,0,347,84.42,1785,33.46,86.51,0,0,0,PER.18.3.2_1
709,JUNIN,JUNIN,ULCUMAYO,ULCUMAYO,4283,0.01,4283,100,0,0,4522,0.04,4522,100,0,0,2366,55.24,5,0.12,0,0,0,0,2578,60.19,715,15.81,1321,0.07,1257,0.07,1288,1,523,60.19,2366,55.24,54.44,5,0.12,20,PER.12.6.5_1
710,LIMA,OYON,CAUJUL,CAUJUL,576,0,576,100,0,0,408,0,408,100,0,0,88,15.28,0,0,0,0,0,0,280,48.61,54,13.24,134,0.01,146,0.01,33,0,156,48.61,88,15.28,37.5,0,0,0,PER.16.8.2_1
